SessionID,RevenueFlag,VisitorType,TrafficType,Month,Weekend,ProductRelated,ProductRelated_Duration,ProductDepthGroup,ProductDurationGroup,BounceRates,ExitRates,HighBounceSession,HighExitSession
9317,0,Returning_Visitor,3,Nov,False,94,3085.25000000,50及以上,高,0.00000000,0.00609319,False,False
8118,0,Returning_Visitor,13,Nov,False,94,2881.68452400,50及以上,高,0.00612245,0.02534014,False,False
9724,0,Returning_Visitor,10,Nov,False,94,2332.10952400,50及以上,高,0.00103093,0.00945017,False,False
2879,0,Returning_Visitor,3,May,False,94,2129.53675200,50及以上,高,0.00315789,0.00481871,False,False
5689,0,Returning_Visitor,1,Jul,False,94,2103.93877200,50及以上,高,0.01373106,0.03880916,False,False
7567,0,Returning_Visitor,1,Aug,False,94,1729.71666700,50及以上,高,0.00505051,0.02542087,False,False
3479,0,Returning_Visitor,3,May,False,94,1576.20507800,50及以上,高,0.01075269,0.01550606,False,False
1500,0,Returning_Visitor,1,Mar,False,93,4261.84285700,50及以上,高,0.00293040,0.02108084,False,False
4031,0,Returning_Visitor,13,May,False,93,3646.96666700,50及以上,高,0.00515464,0.02269603,False,False
9180,0,Returning_Visitor,3,Dec,True,93,3009.04285700,50及以上,高,0.00361702,0.01814590,False,False
8375,0,Returning_Visitor,1,Dec,False,93,2835.41764100,50及以上,高,0.00754386,0.03731609,False,False
12271,0,Returning_Visitor,3,Nov,True,93,2773.01087300,50及以上,高,0.01182796,0.01757354,False,False
12256,0,Returning_Visitor,1,Nov,True,93,2720.26536800,50及以上,高,0.00714286,0.03470198,False,False
8702,0,Returning_Visitor,2,Nov,True,93,2697.17535000,50及以上,高,0.00606061,0.01927456,False,False
1996,0,Returning_Visitor,1,Mar,False,93,2243.66666700,50及以上,高,0.01098901,0.03150183,False,False
7246,0,Returning_Visitor,4,Oct,True,93,2087.64987000,50及以上,高,0.01382979,0.02355116,False,False
7851,0,Returning_Visitor,13,Sep,False,93,2002.76000000,50及以上,高,0.00816326,0.02659864,False,False
12149,0,Returning_Visitor,3,Nov,False,92,4637.53842000,50及以上,高,0.00050000,0.01149524,False,False
7992,0,Returning_Visitor,13,Nov,True,92,4066.20747600,50及以上,高,0.00175439,0.01360367,False,False
11313,0,Returning_Visitor,2,Nov,True,92,2716.51904800,50及以上,高,0.00673759,0.03788530,False,False
6696,0,Returning_Visitor,1,Jul,False,92,2451.34666700,50及以上,高,0.00769231,0.02131868,False,False
2462,0,Returning_Visitor,6,May,True,92,1688.05876100,50及以上,高,0.00434783,0.01649413,False,False
5474,0,Returning_Visitor,1,Sep,False,91,5692.21171300,50及以上,高,0.00645161,0.03362345,False,False
6706,0,Returning_Visitor,13,Jul,False,91,4157.63333300,50及以上,高,0.01000000,0.02801347,False,False
9341,0,Returning_Visitor,2,Nov,True,91,4155.62083300,50及以上,高,0.00255319,0.02215006,False,False
10820,0,Returning_Visitor,1,Dec,False,91,3511.83305900,50及以上,高,0.00224719,0.00715177,False,False
4158,0,Returning_Visitor,4,May,False,91,2869.78809500,50及以上,高,0.00200000,0.00545238,False,False
11492,0,Returning_Visitor,2,Nov,False,91,2631.47321400,50及以上,高,0.00274725,0.02332112,False,False
9564,0,Returning_Visitor,3,Dec,False,91,2434.14487200,50及以上,高,0.00202020,0.01902197,False,False
10863,0,Returning_Visitor,2,Dec,False,91,2345.58914000,50及以上,高,0.00274914,0.01284160,False,False
9523,0,Returning_Visitor,2,Nov,True,91,2056.10698100,50及以上,高,0.00888889,0.02393706,False,False
8052,0,Returning_Visitor,3,Nov,False,91,2023.75000000,50及以上,高,0.00473118,0.01875222,False,False
6911,0,Returning_Visitor,1,Sep,False,91,1596.41269800,50及以上,高,0.00109890,0.00791209,False,False
6475,0,Returning_Visitor,2,Sep,False,90,8024.50919700,50及以上,高,0.00824742,0.03204825,False,False
67,0,Returning_Visitor,3,Feb,False,90,6951.97222200,50及以上,高,0.00215054,0.01501303,False,False
3406,0,Returning_Visitor,2,May,False,90,5621.59920600,50及以上,高,0.00000000,0.01306818,False,False
5420,0,Returning_Visitor,6,May,False,90,3262.35089600,50及以上,高,0.00312500,0.01090962,False,False
8478,0,Returning_Visitor,2,Nov,True,90,3111.68333300,50及以上,高,0.00000000,0.01324967,False,False
8302,0,Returning_Visitor,2,Nov,True,90,2776.01358200,50及以上,高,0.00238095,0.01725694,False,False
7604,0,Returning_Visitor,4,Aug,False,90,2167.90047600,50及以上,高,0.00289855,0.01329710,False,False
10511,0,Returning_Visitor,1,Nov,False,90,1996.56590900,50及以上,高,0.01368421,0.02780788,False,False
7037,0,Returning_Visitor,4,Aug,False,90,1816.55500800,50及以上,高,0.00000000,0.00486111,False,False
10049,0,Returning_Visitor,10,Dec,False,90,1322.00443700,50及以上,高,0.00000000,0.00547491,False,False
2285,0,Returning_Visitor,4,May,False,90,1221.85384600,50及以上,高,0.00206186,0.01438717,False,False
953,0,Returning_Visitor,1,Mar,False,89,6770.27426700,50及以上,高,0.00631579,0.03012531,False,False
3264,0,Returning_Visitor,6,May,False,89,5044.75689000,50及以上,高,0.00252874,0.00837608,False,False
4617,0,Returning_Visitor,3,May,False,89,3639.73730200,50及以上,高,0.00021739,0.02138305,False,False
11185,0,Returning_Visitor,2,Nov,True,89,3614.10514700,50及以上,高,0.00643939,0.02056981,False,False
2465,0,Returning_Visitor,6,May,True,89,3509.13095200,50及以上,高,0.00561798,0.01524880,False,False
11216,0,Returning_Visitor,2,Nov,True,89,3401.30000000,50及以上,高,0.00222222,0.01483598,False,False
10057,0,Returning_Visitor,2,Dec,False,89,3296.60209100,50及以上,高,0.00326087,0.01728749,False,False
9107,0,Returning_Visitor,10,Nov,True,89,3236.86563200,50及以上,高,0.01254480,0.02752700,False,False
10318,0,Returning_Visitor,10,Nov,True,89,2744.54107100,50及以上,高,0.00337079,0.01563670,False,False
6728,0,Returning_Visitor,1,Jul,False,89,2577.96034900,50及以上,高,0.01285223,0.03729051,False,False
4110,0,Returning_Visitor,6,May,False,89,2213.81904800,50及以上,高,0.01354167,0.03415118,False,False
3255,0,Returning_Visitor,4,May,False,89,2114.08333300,50及以上,高,0.00000000,0.01168539,False,False
10939,0,Returning_Visitor,3,Dec,False,89,1938.99664600,50及以上,高,0.00386364,0.01808048,False,False
3076,0,Returning_Visitor,11,May,False,89,1638.88809500,50及以上,高,0.01436782,0.04065955,False,False
4648,0,Returning_Visitor,3,May,True,89,1332.08888900,50及以上,高,0.00000000,0.00329670,False,False
620,0,Returning_Visitor,2,Mar,False,88,5958.07193100,50及以上,高,0.00210526,0.00954386,False,False
11301,0,Returning_Visitor,2,Nov,False,88,5093.30000000,50及以上,高,0.00492424,0.02339384,False,False
3454,0,Returning_Visitor,6,May,False,88,3827.75357100,50及以上,高,0.00000000,0.00726950,False,False
6931,0,Returning_Visitor,3,Oct,False,88,3634.58571400,50及以上,高,0.00556391,0.03570175,False,False
5254,0,Returning_Visitor,2,May,False,88,2765.44444400,50及以上,高,0.00000000,0.01477273,False,False
3864,0,Returning_Visitor,4,May,False,88,2663.82381000,50及以上,高,0.00816326,0.02591837,False,False
9934,0,Returning_Visitor,10,Nov,True,88,2638.24442900,50及以上,高,0.00439560,0.02246474,False,False
9285,0,Returning_Visitor,1,Nov,False,88,2366.19210500,50及以上,高,0.01247191,0.03050126,False,False
9160,0,Returning_Visitor,2,Nov,True,88,2085.97256500,50及以上,高,0.00000000,0.00627395,False,False
5082,0,Returning_Visitor,1,May,False,88,1917.68333300,50及以上,高,0.00340909,0.01628788,False,False
7505,0,Returning_Visitor,2,Aug,True,88,1839.09810600,50及以上,高,0.01575870,0.03158756,False,False
398,0,Returning_Visitor,2,Mar,False,88,1759.27570300,50及以上,高,0.00454546,0.02064454,False,False
6777,0,Returning_Visitor,2,June,True,88,1568.53333300,50及以上,高,0.00000000,0.00512821,False,False
11395,0,Returning_Visitor,2,Nov,False,87,4984.54285700,50及以上,高,0.00326087,0.02113009,False,False
11738,0,Returning_Visitor,2,Dec,False,87,4403.38277700,50及以上,高,0.00294118,0.01155230,False,False
6962,0,Returning_Visitor,3,Sep,False,87,4131.15604400,50及以上,高,0.00659341,0.03708094,False,False
6558,0,Returning_Visitor,1,Sep,False,87,3898.81666700,50及以上,高,0.00000000,0.00411985,False,False
289,0,Returning_Visitor,1,Mar,False,87,3037.49995200,50及以上,高,0.00215054,0.00772239,False,False
11921,0,Returning_Visitor,1,Dec,False,87,3006.88363100,50及以上,高,0.00462963,0.01858554,False,False
11555,0,Returning_Visitor,2,Dec,False,87,2903.76441700,50及以上,高,0.00625000,0.01528021,False,False
4057,0,Returning_Visitor,1,May,False,87,2531.06047900,50及以上,高,0.00689655,0.01770516,False,False
10644,0,Returning_Visitor,2,Dec,False,87,2467.25634900,50及以上,高,0.00018939,0.01956876,False,False
7825,0,Returning_Visitor,3,Sep,False,87,1836.98333300,50及以上,高,0.00978261,0.02644928,False,False
6745,0,Returning_Visitor,1,June,False,87,1764.18004700,50及以上,高,0.00700758,0.03226110,False,False
11856,0,Returning_Visitor,2,Dec,False,86,4479.11622600,50及以上,高,0.00544218,0.02640646,False,False
6869,0,Returning_Visitor,1,Nov,False,86,3908.03349000,50及以上,高,0.01517857,0.02385629,False,False
2052,0,Returning_Visitor,1,Mar,False,86,2973.00833300,50及以上,高,0.00222222,0.01574074,False,False
6884,0,Returning_Visitor,3,Oct,True,86,2806.84682500,50及以上,高,0.00153257,0.00406130,False,False
2726,0,Returning_Visitor,5,May,False,86,2559.54122800,50及以上,高,0.00833333,0.00858757,False,False
10539,0,Returning_Visitor,10,Dec,True,86,2351.83472200,50及以上,高,0.00206186,0.02083620,False,False
8826,0,Returning_Visitor,2,Nov,False,86,2106.89404800,50及以上,高,0.00232558,0.00891473,False,False
10366,0,Returning_Visitor,2,Dec,False,86,1789.95476200,50及以上,高,0.00229885,0.01242656,False,False
3177,0,Returning_Visitor,3,May,False,86,1699.66666700,50及以上,高,0.01395349,0.02683093,False,False
7129,0,Returning_Visitor,13,Oct,False,85,6743.39876000,50及以上,高,0.01376812,0.03390703,False,False
12189,0,Returning_Visitor,13,Nov,False,85,5496.63035500,50及以上,高,0.01019262,0.02528412,False,False
11238,0,Returning_Visitor,3,Dec,False,85,3887.22232100,50及以上,高,0.00059524,0.01850649,False,False
10754,0,Returning_Visitor,2,Nov,False,85,3881.79359000,50及以上,高,0.00453159,0.03911522,False,False
3875,0,Returning_Visitor,6,May,True,85,3731.07936500,50及以上,高,0.01494253,0.03904215,False,False
6758,0,Returning_Visitor,2,Nov,True,85,3684.85528200,50及以上,高,0.00093458,0.00995974,False,False
9983,0,Returning_Visitor,1,Nov,False,85,3642.06602600,50及以上,高,0.00777778,0.02954986,False,False
9136,0,Returning_Visitor,3,Dec,False,85,3344.95892900,50及以上,高,0.00232558,0.01275453,False,False
11632,0,Returning_Visitor,1,Nov,True,85,2834.28011700,50及以上,高,0.00488372,0.01338894,False,False
6153,0,Returning_Visitor,4,Jul,False,85,2651.94318600,50及以上,高,0.00088889,0.01426455,False,False
9691,0,Returning_Visitor,2,Dec,False,85,2409.87500000,50及以上,高,0.00681818,0.01726756,False,False
4061,0,Returning_Visitor,3,May,False,85,2299.39166700,50及以上,高,0.00306513,0.01354680,False,False
3192,0,Returning_Visitor,2,May,False,85,2197.19523800,50及以上,高,0.01500000,0.02940577,False,False
10243,0,Returning_Visitor,3,Nov,False,85,2112.10151500,50及以上,高,0.00352941,0.01419608,False,False
6861,0,Returning_Visitor,4,Aug,False,85,1813.75346600,50及以上,高,0.00000000,0.00569944,False,False
4269,0,Returning_Visitor,3,May,False,85,1740.27100800,50及以上,高,0.01182796,0.03086534,False,False
3042,0,Returning_Visitor,2,May,False,85,1736.44736800,50及以上,高,0.00306905,0.03998923,False,False
7240,0,Returning_Visitor,3,Aug,False,85,1558.52904800,50及以上,高,0.00602410,0.02425703,False,False
2985,0,Returning_Visitor,3,May,True,85,1311.07201200,50及以上,高,0.00265781,0.01501362,False,False
6734,0,Returning_Visitor,1,Sep,False,84,8365.60222200,50及以上,高,0.00891473,0.03720930,False,False
2204,0,Returning_Visitor,1,May,False,84,3882.02575800,50及以上,高,0.00490956,0.02088789,False,False
9012,0,Returning_Visitor,2,Nov,False,84,3646.08333300,50及以上,高,0.00689655,0.01680350,False,False
6402,0,Returning_Visitor,1,June,False,84,3528.69125000,50及以上,高,0.01577381,0.03990079,False,False
7418,0,Returning_Visitor,2,June,False,84,2759.13505800,50及以上,高,0.00568182,0.02926548,False,False
1774,0,Returning_Visitor,2,Mar,False,84,2566.22088700,50及以上,高,0.00000000,0.00757576,False,False
5704,0,Returning_Visitor,3,June,False,84,2359.52243800,50及以上,高,0.01666667,0.02870974,False,False
7624,0,Returning_Visitor,3,June,False,84,2289.07915700,50及以上,高,0.00255682,0.01311051,False,False
6289,0,Returning_Visitor,1,Jul,False,84,1854.91555600,50及以上,高,0.00421053,0.01238597,False,False
11985,0,Returning_Visitor,2,Nov,True,84,1460.25611500,50及以上,高,0.00470383,0.01320503,False,False
6051,0,Returning_Visitor,4,Nov,True,84,1242.77604600,50及以上,高,0.00000000,0.00658915,False,False
3923,0,Returning_Visitor,6,May,False,84,1212.03030300,50及以上,高,0.00510204,0.02145125,False,False
2104,0,Returning_Visitor,2,May,False,83,6860.63273800,50及以上,高,0.01151230,0.03930568,False,False
2997,0,Returning_Visitor,13,May,False,83,5448.99444400,50及以上,高,0.00888889,0.02353535,False,False
10642,0,Returning_Visitor,6,Dec,False,83,5124.69166700,50及以上,高,0.00000000,0.01119659,False,False
11408,0,Returning_Visitor,2,Nov,True,83,3708.38394900,50及以上,高,0.00242005,0.01254783,False,False
9676,0,Returning_Visitor,1,Nov,False,83,3091.14603300,50及以上,高,0.00493827,0.01907561,False,False
4924,0,Returning_Visitor,3,May,False,83,3025.28333300,50及以上,高,0.00000000,0.00650406,False,False
8547,0,Returning_Visitor,1,Nov,False,83,2922.49751100,50及以上,高,0.00975610,0.03008130,False,False
10706,0,Returning_Visitor,2,Dec,False,83,2355.68273800,50及以上,高,0.00287356,0.02248730,False,False
1027,0,Returning_Visitor,3,Mar,False,83,1778.12521400,50及以上,高,0.00796703,0.01999049,False,False
11461,0,Returning_Visitor,2,Nov,True,82,11257.10830000,50及以上,高,0.00557491,0.01940174,False,False
10636,0,Returning_Visitor,2,Nov,False,82,6858.67212200,50及以上,高,0.00240964,0.01338036,False,False
7960,0,Returning_Visitor,4,Sep,False,82,3801.68039700,50及以上,高,0.01071429,0.03015873,False,False
10595,0,Returning_Visitor,2,Nov,False,82,3247.43333300,50及以上,高,0.00243902,0.01280488,False,False
11239,0,Returning_Visitor,2,Nov,True,82,3174.64279300,50及以上,高,0.00449438,0.01208107,False,False
11591,0,Returning_Visitor,6,Nov,False,82,2796.31666700,50及以上,高,0.00518519,0.01958474,False,False
9974,0,Returning_Visitor,1,Nov,True,82,2375.11428600,50及以上,高,0.00705882,0.03176471,False,False
9308,0,Returning_Visitor,2,Dec,False,82,1853.28653800,50及以上,高,0.00000000,0.01595727,False,False
12156,0,Returning_Visitor,2,Dec,False,82,1836.21424900,50及以上,高,0.00454546,0.02518114,False,False
4656,0,Returning_Visitor,2,May,False,82,1814.56428600,50及以上,高,0.00232558,0.01038583,False,False
8978,0,Returning_Visitor,2,Dec,False,82,1805.27737500,50及以上,高,0.00000000,0.02329561,False,False
3278,0,Returning_Visitor,2,May,False,82,1164.09963500,50及以上,高,0.01071429,0.01668402,False,False
11574,0,Returning_Visitor,2,Nov,False,81,7514.79047600,50及以上,高,0.00382114,0.02188347,False,False
7316,0,Returning_Visitor,1,Oct,False,81,6847.93689600,50及以上,高,0.01522727,0.02298290,False,False
8847,0,Returning_Visitor,2,Nov,True,81,5000.73911600,50及以上,高,0.00329412,0.02043316,False,False
8595,0,Returning_Visitor,2,Nov,False,81,4272.60793700,50及以上,高,0.00235294,0.01862745,False,False
8473,0,Returning_Visitor,10,Nov,True,81,3197.75563800,50及以上,高,0.01000000,0.02151108,False,False
2504,0,Returning_Visitor,4,May,False,81,2961.48333300,50及以上,高,0.00705882,0.02666667,False,False
10043,0,Returning_Visitor,2,Nov,False,81,2833.81410300,50及以上,高,0.00021645,0.02513708,False,False
374,0,Returning_Visitor,2,Mar,False,81,2820.95241900,50及以上,高,0.00889749,0.02943101,False,False
9747,0,Returning_Visitor,2,Nov,True,81,2537.80708200,50及以上,高,0.01379310,0.02867468,False,False
4078,0,Returning_Visitor,4,May,False,81,2533.83333300,50及以上,高,0.00253165,0.01023091,False,False
3040,0,Returning_Visitor,2,May,False,81,2477.66666700,50及以上,高,0.00114942,0.01195402,False,False
650,0,Returning_Visitor,1,Mar,False,81,2241.00238100,50及以上,高,0.00243902,0.00701219,False,False
9164,0,Returning_Visitor,6,Nov,True,81,2237.75720500,50及以上,高,0.00723140,0.01820364,False,False
8586,0,Returning_Visitor,2,Nov,True,81,2126.07750100,50及以上,高,0.01172840,0.02129074,False,False
5932,0,Returning_Visitor,1,Oct,False,81,2092.67381000,50及以上,高,0.01500000,0.02715545,False,False
3827,0,Returning_Visitor,2,May,False,81,2071.00000000,50及以上,高,0.01234568,0.02530864,False,False
8688,0,Returning_Visitor,2,Nov,False,81,1878.99682500,50及以上,高,0.00232558,0.01927749,False,False
6877,0,Returning_Visitor,13,Sep,False,81,1839.13000000,50及以上,高,0.01468254,0.01838023,False,False
7341,0,Returning_Visitor,2,Oct,True,81,1719.37571400,50及以上,高,0.00449438,0.00973783,False,False
10408,0,Returning_Visitor,2,Nov,False,81,1441.91058800,50及以上,高,0.00246914,0.01393298,False,False
5363,0,Returning_Visitor,4,May,False,81,1421.66862700,50及以上,高,0.00000000,0.00083333,False,False
3012,0,Returning_Visitor,3,May,True,81,1141.06190500,50及以上,高,0.00160514,0.00480985,False,False
4062,0,Returning_Visitor,13,May,False,80,5426.02207800,50及以上,高,0.01287478,0.03391596,False,False
6919,0,Returning_Visitor,3,Oct,False,80,5046.05666700,50及以上,高,0.01108434,0.02577166,False,False
5880,0,Returning_Visitor,2,Jul,False,80,4240.03620500,50及以上,高,0.00016969,0.01163554,False,False
10695,0,Returning_Visitor,2,Nov,False,80,3734.95833300,50及以上,高,0.00250000,0.02654762,False,False
11278,0,Returning_Visitor,1,Nov,False,80,1982.88452400,50及以上,高,0.00759494,0.03349944,False,False
10002,0,Returning_Visitor,2,Dec,False,80,1903.08163900,50及以上,高,0.00722892,0.03224900,False,False
5527,0,Returning_Visitor,13,Jul,False,80,1807.22777800,50及以上,高,0.01609195,0.03486590,False,False
4904,0,Returning_Visitor,4,May,False,80,1552.50476200,50及以上,高,0.00224719,0.00952381,False,False
6414,0,Returning_Visitor,2,Sep,True,80,1249.04835800,50及以上,高,0.00357143,0.01374373,False,False
6871,0,Returning_Visitor,1,Oct,False,80,1242.06309500,50及以上,高,0.00454546,0.02070707,False,False
3196,0,Returning_Visitor,4,May,False,80,1190.41890300,50及以上,高,0.00571429,0.02742063,False,False
5040,0,Returning_Visitor,3,May,True,80,1143.37107800,50及以上,高,0.00246305,0.01905790,False,False
10202,0,Returning_Visitor,1,Dec,False,79,4218.91666700,50及以上,高,0.01282051,0.02884615,False,False
3518,0,Returning_Visitor,4,May,False,79,3855.20000000,50及以上,高,0.01234568,0.02876543,False,False
10406,0,Returning_Visitor,2,Dec,False,79,3497.21428600,50及以上,高,0.00344828,0.01264368,False,False
1937,0,Returning_Visitor,2,Mar,True,79,3380.69155800,50及以上,高,0.00266667,0.02377222,False,False
2129,0,Returning_Visitor,13,May,False,79,2819.96666700,50及以上,高,0.00609756,0.02439024,False,False
8560,0,Returning_Visitor,2,Dec,False,79,2693.58233100,50及以上,高,0.00000000,0.00343042,False,False
3214,0,Returning_Visitor,6,May,False,79,2650.40850200,50及以上,高,0.00076628,0.00563218,False,False
8635,0,Returning_Visitor,10,Nov,True,79,2619.10970900,50及以上,高,0.01631505,0.02074799,False,False
9425,0,Returning_Visitor,6,Nov,False,79,2431.24299500,50及以上,高,0.00000000,0.00559028,False,False
7633,0,Returning_Visitor,3,Sep,False,79,2426.00666700,50及以上,高,0.00126582,0.01772152,False,False
5813,0,Returning_Visitor,3,Nov,False,79,2150.43333300,50及以上,高,0.00722892,0.02088353,False,False
503,0,Returning_Visitor,2,Mar,False,79,2096.91136400,50及以上,高,0.00333333,0.01400855,False,False
10108,0,Returning_Visitor,3,Nov,True,79,2006.83441600,50及以上,高,0.00253165,0.00643919,False,False
4258,0,Returning_Visitor,13,May,False,79,1926.33339000,50及以上,高,0.01533101,0.02005295,False,False
6970,0,Returning_Visitor,2,Oct,False,79,1828.88404800,50及以上,高,0.00000000,0.01252331,False,False
10929,0,Returning_Visitor,3,Nov,False,79,1608.21428600,50及以上,高,0.00259740,0.00774892,False,False
5194,0,Returning_Visitor,2,May,True,79,1594.97222200,50及以上,高,0.00000000,0.01569106,False,False
8161,0,Returning_Visitor,3,Nov,False,79,1319.54742100,50及以上,高,0.00512821,0.00962556,False,False
7144,0,Returning_Visitor,2,Oct,True,79,1193.51717200,50及以上,高,0.00000000,0.00282187,False,False
6012,0,Returning_Visitor,1,Nov,False,78,5526.08012300,50及以上,高,0.00000000,0.01069959,False,False
10209,0,Returning_Visitor,1,Dec,True,78,4716.57261900,50及以上,高,0.01149425,0.02615581,False,False
11336,0,Returning_Visitor,1,Nov,True,78,3913.98703000,50及以上,高,0.00542496,0.00656118,False,False
7719,0,Returning_Visitor,1,Jul,False,78,3621.60666700,50及以上,高,0.00000000,0.00602410,False,False
3542,0,Returning_Visitor,13,May,True,78,3098.99285700,50及以上,高,0.00769231,0.02212454,False,False
3360,0,Returning_Visitor,6,May,True,78,2588.07726800,50及以上,高,0.00833333,0.01206888,False,False
11063,0,Returning_Visitor,10,Dec,False,78,2448.53605400,50及以上,高,0.01189873,0.02841508,False,False
9016,0,Returning_Visitor,2,Dec,False,78,2207.36693600,50及以上,高,0.00238095,0.01245839,False,False
7383,0,Returning_Visitor,13,Sep,False,78,2063.64284400,50及以上,高,0.00740741,0.01193416,False,False
5870,0,Returning_Visitor,2,June,False,78,1983.22562900,50及以上,高,0.00250000,0.00791667,False,False
869,0,Returning_Visitor,3,Mar,False,78,1781.69697000,50及以上,高,0.00320513,0.01581197,False,False
2398,0,Returning_Visitor,4,May,False,77,5284.76507900,50及以上,高,0.00000000,0.01500000,False,False
9644,0,Returning_Visitor,2,Nov,False,77,4350.64732100,50及以上,高,0.01272727,0.02384253,False,False
1197,0,Returning_Visitor,2,Mar,False,77,4346.54166700,50及以上,高,0.00307018,0.02309942,False,False
9045,0,Returning_Visitor,2,Nov,False,77,4130.93787900,50及以上,高,0.01121951,0.02926078,False,False
4347,0,Returning_Visitor,2,May,False,77,3909.62036300,50及以上,高,0.00240964,0.02237745,False,False
9046,0,Returning_Visitor,2,Dec,False,77,3586.83333300,50及以上,高,0.00000000,0.01257576,False,False
2096,0,Returning_Visitor,6,May,False,77,3332.20833300,50及以上,高,0.00204082,0.02471993,False,False
5498,0,Returning_Visitor,2,Nov,False,77,2697.02210400,50及以上,高,0.00000000,0.00947147,False,False
2477,0,Returning_Visitor,2,May,False,77,2660.15000000,50及以上,高,0.00000000,0.00822785,False,False
10714,0,Returning_Visitor,1,Dec,False,77,1903.60174300,50及以上,高,0.00315152,0.02931436,False,False
7216,0,Returning_Visitor,1,Sep,True,77,1690.48922200,50及以上,高,0.01184211,0.02784682,False,False
2112,0,Returning_Visitor,2,May,False,77,1449.68333300,50及以上,高,0.00000000,0.00263158,False,False
11042,0,Returning_Visitor,2,Dec,False,77,1266.09404800,50及以上,高,0.00259740,0.02363224,False,False
4195,0,Returning_Visitor,2,May,False,77,1230.31230200,50及以上,高,0.00000000,0.00349206,False,False
2012,0,Returning_Visitor,2,Mar,False,76,5186.11666700,50及以上,高,0.00487805,0.02483740,False,False
12262,0,Returning_Visitor,2,Nov,True,76,3923.58611100,50及以上,高,0.00086580,0.01367572,False,False
11302,0,Returning_Visitor,1,Nov,False,76,3580.33333300,50及以上,高,0.00481928,0.02052209,False,False
8376,0,Returning_Visitor,8,Nov,False,76,2893.94047600,50及以上,高,0.00240964,0.01485944,False,False
4213,0,Returning_Visitor,4,May,False,76,2854.78333300,50及以上,高,0.00586667,0.01955556,False,False
3511,0,Returning_Visitor,2,May,True,76,2208.78809500,50及以上,高,0.00000000,0.00475610,False,False
11595,0,Returning_Visitor,1,Nov,False,76,2002.23061200,50及以上,高,0.00250000,0.02333333,False,False
7972,0,Returning_Visitor,1,Oct,False,76,1985.89420300,50及以上,高,0.01563025,0.03110203,False,False
9170,0,Returning_Visitor,10,Nov,True,76,1777.52045500,50及以上,高,0.00800000,0.02549206,False,False
8041,0,Returning_Visitor,6,Dec,False,76,1758.91239300,50及以上,高,0.00490196,0.01691318,False,False
11705,0,Returning_Visitor,2,Nov,False,76,1553.26904800,50及以上,高,0.00000000,0.00958647,False,False
10185,0,Returning_Visitor,1,Nov,False,76,1523.57803000,50及以上,高,0.01298701,0.02110193,False,False
7091,0,Returning_Visitor,4,Aug,False,76,1464.20961800,50及以上,高,0.00980309,0.01785746,False,False
11984,0,Returning_Visitor,2,Nov,False,75,5610.68689900,50及以上,高,0.00804598,0.01920517,False,False
335,0,Returning_Visitor,1,Mar,False,75,4105.66666700,50及以上,高,0.00263158,0.01732456,False,False
2041,0,Returning_Visitor,1,Mar,False,75,3537.99166700,50及以上,高,0.01171429,0.02736236,False,False
2487,0,Returning_Visitor,13,May,True,75,2755.33611100,50及以上,高,0.00281250,0.01282126,False,False
6906,0,Returning_Visitor,4,Jul,False,75,2549.52912700,50及以上,高,0.01181818,0.04738048,False,False
7428,0,Returning_Visitor,1,Aug,False,75,2532.96065600,50及以上,高,0.00426667,0.03074854,False,False
3217,0,Returning_Visitor,4,May,False,75,1959.30476200,50及以上,高,0.00547945,0.02714612,False,False
8845,0,Returning_Visitor,3,Nov,True,75,1775.24166700,50及以上,高,0.00133333,0.01942857,False,False
10220,0,Returning_Visitor,1,Dec,False,75,1677.80595200,50及以上,高,0.00657895,0.02312866,False,False
10715,0,Returning_Visitor,1,Dec,False,75,1585.60873000,50及以上,高,0.00506329,0.02160338,False,False
10303,0,Returning_Visitor,8,Dec,False,74,8981.58012800,50及以上,高,0.00298895,0.04330183,False,False
11603,0,Returning_Visitor,13,Nov,False,74,6194.85238100,50及以上,高,0.01554054,0.03215261,False,False
8953,0,Returning_Visitor,2,Nov,False,74,3817.20384600,50及以上,高,0.00000000,0.02053333,False,False
5334,0,Returning_Visitor,1,May,False,74,3615.88923900,50及以上,高,0.00702811,0.01693014,False,False
11460,0,Returning_Visitor,3,Nov,True,74,3487.12471000,50及以上,高,0.00273973,0.00951946,False,False
10991,0,Returning_Visitor,3,Nov,False,74,3237.11416600,50及以上,高,0.00270270,0.00911358,False,False
3170,0,Returning_Visitor,1,May,False,74,3206.19340700,50及以上,高,0.00481928,0.01939903,False,False
12246,0,Returning_Visitor,2,Nov,False,74,3109.40416700,50及以上,高,0.00945946,0.04285917,False,False
10898,0,Returning_Visitor,2,Nov,False,74,3105.36520700,50及以上,高,0.01578947,0.02226190,False,False
4303,0,Returning_Visitor,6,May,False,74,2763.25000000,50及以上,高,0.00540541,0.02128898,False,False
10412,0,Returning_Visitor,1,Nov,False,74,2719.73409100,50及以上,高,0.00810811,0.02432432,False,False
11646,0,Returning_Visitor,2,Nov,False,74,2408.57976200,50及以上,高,0.00000000,0.01662162,False,False
1480,0,Returning_Visitor,1,Mar,False,74,2396.69031600,50及以上,高,0.00269906,0.02034984,False,False
7123,0,Returning_Visitor,13,Aug,False,74,1903.45000000,50及以上,高,0.00500000,0.01910714,False,False
6007,0,Returning_Visitor,1,Aug,False,74,1540.29011500,50及以上,高,0.00617284,0.01623751,False,False
