SessionID,RevenueFlag,BehaviorExclPageValuesOutOfSampleScore,BehaviorExclPageValuesScoreSource,PageValuesBenchmarkOutOfSampleScore,PageValuesBenchmarkScoreSource,BehaviorExclPageValuesPercentileAmongUnpurchased,HistoricalHighPotentialTop10Percent
1580,0,0.4820581678,train_oof,0.7542490106,train_oof,0.8198042602,False
1581,0,0.3981334587,train_oof,0.08033870931,train_oof,0.6962195356,False
1582,0,0.1386016603,train_oof,0.07342247849,train_oof,0.2864133564,False
1583,1,0.4478282344,train_oof,0.6419957185,train_oof,,False
1584,0,0.1111785491,train_oof,0.04669216517,train_oof,0.2486087123,False
1585,0,0.3531190364,train_oof,0.1545652201,train_oof,0.6234887737,False
1586,0,0.02110492133,train_oof,0.01644541475,train_oof,0.08079063519,False
1587,1,0.2034984025,train_oof,0.5632642106,train_oof,,False
1588,0,0.06819005131,train_oof,0.02014102521,train_oof,0.1781807714,False
1589,0,0.08694932844,train_oof,0.02811953203,train_oof,0.2073498369,False
1590,0,0.3312969122,train_oof,0.09300311849,train_oof,0.5878909998,False
1591,0,0.01493752917,train_oof,0.008052188016,train_oof,0.06179236231,False
1592,1,0.499160601,test_holdout,0.7032188782,test_holdout,,False
1593,0,0.2973567357,train_oof,0.1265136784,train_oof,0.5356937248,False
1594,0,0.2759198044,train_oof,0.06615705674,train_oof,0.5004797544,False
1595,0,0.04765612664,train_oof,0.01785340042,train_oof,0.1407599309,False
1596,0,0.2144410612,train_oof,0.04543340128,train_oof,0.4028017655,False
1597,0,0.5770710358,train_oof,0.1563114008,train_oof,0.9199769718,True
1598,0,0.3067287865,train_oof,0.1254501212,train_oof,0.5495106505,False
1599,0,0.09398249976,test_holdout,0.05315492521,test_holdout,0.2212627135,False
1600,0,0.01063045918,train_oof,0.007962810062,train_oof,0.04528881213,False
1601,0,0.2516326071,train_oof,0.05753645304,train_oof,0.4600844368,False
1602,0,0.009650900255,train_oof,0.01951593391,train_oof,0.04164267895,False
1603,0,0.5860266153,train_oof,0.1885867562,train_oof,0.9264056803,True
1604,0,0.01445003201,train_oof,0.009861598074,train_oof,0.06044905009,False
1605,0,0.5575438766,test_holdout,0.2035446865,test_holdout,0.9035693725,True
1606,0,0.6218512769,train_oof,0.6917298878,train_oof,0.9488581846,True
1607,0,0.08190416936,train_oof,0.0371287521,train_oof,0.2001535214,False
1608,0,0.221278907,train_oof,0.05582399325,train_oof,0.4125887546,False
1609,0,0.003742876881,train_oof,0.004459127848,train_oof,0.01362502399,False
1610,0,0.4688130594,train_oof,0.1824413794,train_oof,0.8034926118,False
1611,0,0.001948684254,train_oof,0.001934468581,train_oof,0.004797543658,False
1612,0,0.3803339279,train_oof,0.6200355024,train_oof,0.6696411437,False
1613,0,0.035858593,train_oof,0.01899479681,train_oof,0.1162924583,False
1614,0,0.0095080605,train_oof,0.007312536928,train_oof,0.04125887546,False
1615,0,0.02041460757,train_oof,0.02175626902,train_oof,0.07858376511,False
1616,0,0.2247038697,train_oof,0.1825536984,train_oof,0.4174822491,False
1617,0,0.2968387745,train_oof,0.06578096217,train_oof,0.5345423143,False
1618,0,0.481907575,train_oof,0.1758462264,train_oof,0.8196123585,False
1619,0,0.4156445684,train_oof,0.1064949297,train_oof,0.7266359624,False
1620,0,0.3712454177,test_holdout,0.1341881632,test_holdout,0.655056611,False
1621,0,0.3267995885,train_oof,0.09129315201,train_oof,0.5817501439,False
1622,0,0.0112572664,train_oof,0.002379695647,train_oof,0.04797543658,False
1623,0,0.477487764,test_holdout,0.7479334147,test_holdout,0.8154864709,False
1624,0,0.4020650281,train_oof,0.1134738857,train_oof,0.702744195,False
1625,0,0.09303302625,train_oof,0.03971768267,train_oof,0.2186720399,False
1626,0,0.03989555742,train_oof,0.01443278951,train_oof,0.1247361351,False
1627,0,0.2800626533,train_oof,0.1343936962,train_oof,0.5070044137,False
1628,0,0.008065041029,train_oof,0.005718958569,train_oof,0.03578967569,False
1629,0,0.3894171428,train_oof,0.08701199267,train_oof,0.6832661677,False
1630,0,0.4161942224,train_oof,0.1399830468,train_oof,0.7279792746,False
1631,0,0.3777151246,train_oof,0.1289290356,train_oof,0.6665707158,False
1632,0,0.4297770953,train_oof,0.09875781689,train_oof,0.7487046632,False
1633,0,0.1176741839,train_oof,0.04604950144,train_oof,0.2585876031,False
1634,0,0.05577113524,test_holdout,0.01847764748,test_holdout,0.1555363654,False
1635,0,0.01714223058,train_oof,0.01365451834,train_oof,0.06841297256,False
1636,1,0.2632424834,train_oof,0.6823553885,train_oof,,False
1637,0,0.3709783711,train_oof,0.1240778875,train_oof,0.6545768566,False
1638,1,0.3775308715,train_oof,0.8169014229,train_oof,,False
1639,0,0.03541912254,train_oof,0.02106622013,train_oof,0.1153329495,False
1640,0,0.4065383569,train_oof,0.1421032734,train_oof,0.7115716753,False
1641,0,0.194936582,test_holdout,0.08332982753,test_holdout,0.3730569948,False
1642,0,0.1602971393,train_oof,0.08354490853,train_oof,0.3182690462,False
1643,0,0.01605909788,train_oof,0.01122203581,train_oof,0.065054692,False
1644,1,0.3131793022,train_oof,0.7422265477,train_oof,,False
1645,0,0.2678700407,train_oof,0.1141366573,train_oof,0.4873344847,False
1646,0,0.3808045811,train_oof,0.1210478465,train_oof,0.6706006525,False
1647,1,0.4126665906,train_oof,0.5312785996,train_oof,,False
1648,0,0.3917617005,train_oof,0.1600437063,train_oof,0.6861446939,False
1649,0,0.09872061053,train_oof,0.05339113912,train_oof,0.2283630781,False
1650,0,0.3632106154,train_oof,0.1582809543,train_oof,0.6403761274,False
1651,0,0.1241077818,train_oof,0.0551791169,train_oof,0.2677029361,False
1652,0,0.3298361102,train_oof,0.07248079515,train_oof,0.5855881789,False
1653,0,0.3186874609,train_oof,0.1388590507,train_oof,0.5677413164,False
1654,0,0.02075220274,train_oof,0.02060743704,train_oof,0.07954327384,False
1655,0,0.307391789,train_oof,0.5230935196,train_oof,0.5504701593,False
1656,0,0.2448961034,train_oof,0.1375813489,train_oof,0.4486662829,False
1657,0,0.4482493944,train_oof,0.1055723092,train_oof,0.7750911533,False
1658,0,0.02322410313,train_oof,0.01010358994,train_oof,0.08693149108,False
1659,0,0.1246685879,train_oof,0.08104683143,train_oof,0.2682786413,False
1660,0,0.06310080889,train_oof,0.02825270028,train_oof,0.1684897333,False
1661,0,0.0519205438,train_oof,0.03052593592,train_oof,0.1491076569,False
1662,0,0.1728384274,train_oof,0.1217775218,train_oof,0.3379389752,False
1663,0,0.01844371435,train_oof,0.008245233823,train_oof,0.07244290923,False
1664,0,0.4493798786,test_holdout,0.1595514943,test_holdout,0.776818269,False
1665,1,0.5788080021,test_holdout,0.7752318077,test_holdout,,False
1666,0,0.2565072232,train_oof,0.08164075517,train_oof,0.467472654,False
1667,1,0.3879500464,train_oof,0.6681389127,train_oof,,False
1668,0,0.3078084444,train_oof,0.08281229667,train_oof,0.551429668,False
1669,1,0.3738728865,train_oof,0.7811660469,train_oof,,False
1670,0,0.3100429995,test_holdout,0.1114886093,test_holdout,0.5542122433,False
1671,0,0.1216625007,test_holdout,0.05144400122,test_holdout,0.2637689503,False
1672,0,0.2623198802,train_oof,0.09060056535,train_oof,0.4759163308,False
1673,1,0.53322961,train_oof,0.7876212872,train_oof,,False
1674,0,0.1274025691,train_oof,0.03021666414,train_oof,0.2719247745,False
1675,0,0.1500495679,test_holdout,0.04834583277,test_holdout,0.3016695452,False
1676,0,0.2355842971,train_oof,0.1347862048,train_oof,0.4342736519,False
1677,0,0.1784675484,train_oof,0.08822976045,train_oof,0.3465745538,False
1678,0,0.4896131933,test_holdout,0.1635472412,test_holdout,0.8311264633,False
1679,0,0.4772555217,train_oof,0.174794117,train_oof,0.8149107657,False
1680,0,0.09206164303,train_oof,0.04600773365,train_oof,0.2171368259,False
1681,0,0.1899454668,train_oof,0.04429197943,train_oof,0.3639416619,False
1682,0,0.1789740372,train_oof,0.1474334602,train_oof,0.3475340626,False
1683,0,0.2284678652,train_oof,0.1514937468,train_oof,0.4242947611,False
1684,0,0.008081400026,train_oof,0.007107195278,train_oof,0.03588562656,False
1685,0,0.5910838475,train_oof,0.2350178285,train_oof,0.9299558626,True
1686,0,0.4525316094,train_oof,0.2403217133,train_oof,0.7817117636,False
1687,0,0.3628434716,test_holdout,0.110333954,test_holdout,0.6400882748,False
1688,0,0.3720127963,train_oof,0.07845852376,train_oof,0.6563039724,False
1689,0,0.05400410474,test_holdout,0.02087882636,test_holdout,0.1525618883,False
1690,0,0.01792503968,train_oof,0.0182277463,train_oof,0.07109959701,False
1691,0,0.4070861143,train_oof,0.1129555867,train_oof,0.7128190367,False
1692,0,0.09107935904,train_oof,0.04280758144,train_oof,0.2156975628,False
1693,0,0.08343370436,train_oof,0.04445718599,train_oof,0.2023603915,False
1694,0,0.02650438211,train_oof,0.02312620352,train_oof,0.09383995394,False
1695,0,0.2107894052,train_oof,0.08452178203,train_oof,0.3966609096,False
1696,0,0.009910447802,test_holdout,0.006898036885,test_holdout,0.04279408943,False
1697,1,0.322195635,train_oof,0.7934349577,train_oof,,False
1698,0,0.00587000482,train_oof,0.002439386364,train_oof,0.0241316446,False
1699,0,0.5530885085,train_oof,0.1938929179,train_oof,0.900882748,True
1700,0,0.2216833746,train_oof,0.07654663828,train_oof,0.4132604107,False
1701,0,0.3684018496,train_oof,0.1301865904,train_oof,0.65054692,False
1702,0,0.03316302777,train_oof,0.01380856183,train_oof,0.1100556515,False
1703,0,0.02742877212,test_holdout,0.01186535851,test_holdout,0.09662252927,False
1704,0,0.07895817265,train_oof,0.05470149825,train_oof,0.1964114373,False
1705,0,0.1508560566,train_oof,0.06610229472,train_oof,0.3039723661,False
1706,0,0.307069319,train_oof,0.1239845934,train_oof,0.5501823067,False
1707,0,0.03502334989,train_oof,0.01575861731,train_oof,0.1145653425,False
1708,0,0.1839017684,test_holdout,0.07845539497,test_holdout,0.3559777394,False
1709,0,0.05765297332,train_oof,0.02771071715,train_oof,0.1594703512,False
1710,0,0.4645173127,train_oof,0.703801772,train_oof,0.7969679524,False
1711,0,0.3313679726,train_oof,0.1477787213,train_oof,0.5881788524,False
1712,0,0.2436738694,train_oof,0.1220939324,train_oof,0.4466513145,False
1713,0,0.007803855742,train_oof,0.004539514192,train_oof,0.0339666091,False
1714,0,0.1347597926,train_oof,0.06721060293,train_oof,0.2799846479,False
1715,0,0.5189828407,train_oof,0.1694640942,train_oof,0.8681635003,False
1716,0,0.150177487,train_oof,0.05959107008,train_oof,0.3022452504,False
1717,0,0.01138492152,train_oof,0.004889426123,train_oof,0.04864709269,False
1718,0,0.1885223009,train_oof,0.04831424856,train_oof,0.3620226444,False
1719,0,0.02654794884,test_holdout,0.02092525644,test_holdout,0.09393590482,False
1720,1,0.2570826955,train_oof,0.7025272095,train_oof,,False
1721,0,0.06034730376,train_oof,0.0309229343,train_oof,0.1648436001,False
1722,0,0.2428212028,train_oof,0.08881896884,train_oof,0.4453080023,False
1723,0,0.5341967601,train_oof,0.6540986518,train_oof,0.8836115909,False
1724,0,0.2464147706,train_oof,0.09852515159,train_oof,0.4518326617,False
1725,0,0.3857169389,train_oof,0.1122212945,train_oof,0.6782767223,False
1726,0,0.02975799764,train_oof,0.01177975435,train_oof,0.1019957782,False
1727,1,0.4558965019,train_oof,0.7266130196,train_oof,,False
1728,0,0.06118670964,train_oof,0.05251452611,train_oof,0.1658031088,False
1729,0,0.4290444096,train_oof,0.1027766563,train_oof,0.7467856457,False
1730,0,0.009121396634,train_oof,0.006204618194,train_oof,0.03972366149,False
1731,0,0.02144501795,test_holdout,0.01022365155,test_holdout,0.0818460948,False
1732,1,0.4286942205,train_oof,0.7305611115,train_oof,,False
1733,1,0.4646881573,train_oof,0.6738172465,train_oof,,False
1734,0,0.2394914317,train_oof,0.1242134585,train_oof,0.440990213,False
1735,0,0.7086846474,train_oof,0.2481679561,train_oof,0.9831126463,True
1736,0,0.1008174389,train_oof,0.05648880938,train_oof,0.2317213587,False
1737,0,0.5983847625,test_holdout,0.1158637904,test_holdout,0.9353291115,True
1738,0,0.04211127797,train_oof,0.02161126102,train_oof,0.1300134331,False
1739,1,0.4899579355,train_oof,0.7498831208,train_oof,,False
1740,0,0.4087833159,train_oof,0.680958426,train_oof,0.7146421032,False
1741,0,0.05754034707,train_oof,0.02532234169,train_oof,0.1591824986,False
1742,0,0.05043944413,train_oof,0.03043680194,train_oof,0.1456534254,False
1743,0,0.03990926552,train_oof,0.03159129525,train_oof,0.124832086,False
1744,0,0.4796927819,test_holdout,0.2050390888,test_holdout,0.817693341,False
1745,0,0.3504601053,train_oof,0.1356794347,train_oof,0.6188831318,False
1746,0,0.2998625537,train_oof,0.08793871272,train_oof,0.5392439071,False
1747,0,0.1785101248,train_oof,0.05009977519,train_oof,0.3468624064,False
1748,0,0.6187444876,train_oof,0.2268577763,train_oof,0.947035118,True
1749,0,0.05386199843,train_oof,0.01514464934,train_oof,0.1523699866,False
1750,0,0.1057982076,train_oof,0.02840251705,train_oof,0.2387257724,False
1751,0,0.02846672915,train_oof,0.01634692354,train_oof,0.0986374976,False
1752,0,0.4044277405,train_oof,0.1409320101,train_oof,0.7066781808,False
1753,0,0.4017112214,train_oof,0.1124424385,train_oof,0.7023603915,False
1754,0,0.2940737521,train_oof,0.1088035712,train_oof,0.5306083285,False
1755,0,0.1026968474,train_oof,0.05966193446,train_oof,0.2345998849,False
1756,0,0.4752470079,train_oof,0.1647651084,train_oof,0.8117443869,False
1757,0,0.4023818833,test_holdout,0.1232639486,test_holdout,0.7032239493,False
1758,0,0.029194862,test_holdout,0.01753826398,test_holdout,0.1003646133,False
1759,0,0.1605969914,train_oof,0.06690207646,train_oof,0.3187488006,False
1760,0,0.5755337587,test_holdout,0.156799095,test_holdout,0.9190174631,True
1761,0,0.09572062354,train_oof,0.0300698083,train_oof,0.2243331414,False
1762,1,0.5946420556,train_oof,0.6491105361,train_oof,,False
1763,0,0.5171199759,train_oof,0.1521124362,train_oof,0.866148532,False
1764,0,0.006321159729,train_oof,0.006198599171,train_oof,0.02686624448,False
1765,0,0.2259065633,train_oof,0.05848255199,train_oof,0.4195931683,False
1766,0,0.621392551,train_oof,0.1249249476,train_oof,0.9482824794,True
1767,0,0.1363251212,train_oof,0.05204843112,train_oof,0.2831510267,False
1768,0,0.03185618479,train_oof,0.007809658637,train_oof,0.1072730762,False
1769,0,0.2996042179,train_oof,0.07333074655,train_oof,0.5386682019,False
1770,0,0.4763890111,train_oof,0.1361658874,train_oof,0.8137593552,False
1771,0,0.4295725486,train_oof,0.7884189539,train_oof,0.7482249088,False
1772,0,0.628075545,train_oof,0.2996875935,train_oof,0.9519286126,True
1773,0,0.1544880094,test_holdout,0.03908855966,test_holdout,0.3089618116,False
1774,0,0.411003516,train_oof,0.6764844666,train_oof,0.7184801382,False
1775,1,0.1930793207,test_holdout,0.5098310514,test_holdout,,False
1776,0,0.009298589905,train_oof,0.006729908142,train_oof,0.04025139129,False
1777,0,0.1560369649,test_holdout,0.0782946919,test_holdout,0.3125119939,False
1778,1,0.4982833338,test_holdout,0.7918782515,test_holdout,,False
1779,0,0.0872385726,train_oof,0.0474321972,train_oof,0.208021493,False
1780,0,0.4578481638,train_oof,0.1271221646,train_oof,0.788236423,False
1781,1,0.5988291576,train_oof,0.8386735494,train_oof,,False
1782,1,0.661507841,train_oof,0.8936383371,train_oof,,False
1783,0,0.5851765969,test_holdout,0.1583880593,test_holdout,0.9256380733,True
1784,0,0.190685816,train_oof,0.06846415457,train_oof,0.3650930723,False
1785,0,0.2475420003,train_oof,0.07771594424,train_oof,0.45384763,False
1786,0,0.03798533682,train_oof,0.0171460375,train_oof,0.1210900019,False
1787,1,0.4584997485,train_oof,0.6743381344,train_oof,,False
1788,1,0.4269036272,train_oof,0.7527095343,train_oof,,False
1789,0,0.1473568123,train_oof,0.05123952755,train_oof,0.2977355594,False
1790,0,0.539556434,train_oof,0.791997642,train_oof,0.8888888889,False
1791,0,0.2110737292,train_oof,0.06953554044,train_oof,0.3970447131,False
1792,0,0.4449774066,train_oof,0.203633157,train_oof,0.7717328728,False
1793,0,0.01101112285,test_holdout,0.01291565198,test_holdout,0.04711187872,False
1794,0,0.5315000603,train_oof,0.2436563974,train_oof,0.8806371138,False
1795,0,0.009521682077,train_oof,0.008241622654,train_oof,0.0414507772,False
1796,0,0.001957266542,test_holdout,0.005381998969,test_holdout,0.004893494531,False
1797,0,0.3042608767,train_oof,0.1499402978,train_oof,0.5459604682,False
1798,0,0.1805462897,test_holdout,0.0517939485,test_holdout,0.3501247361,False
1799,0,0.4058590556,test_holdout,0.1329949441,test_holdout,0.7105162157,False
1800,0,0.01310781162,test_holdout,0.00619428927,test_holdout,0.05517175206,False
1801,0,0.491603216,train_oof,0.2048360964,train_oof,0.8334292842,False
1802,0,0.2480024592,train_oof,0.09661627576,train_oof,0.4544233353,False
1803,0,0.2239832081,train_oof,0.1548093331,train_oof,0.4165227404,False
1804,0,0.06585831687,train_oof,0.05427100767,train_oof,0.1740548839,False
1805,0,0.00432373202,test_holdout,0.004636054587,test_holdout,0.01621569756,False
1806,0,0.09242674688,test_holdout,0.04951857089,test_holdout,0.2176165803,False
1807,0,0.06691692569,train_oof,0.01734984143,train_oof,0.1758779505,False
1808,0,0.1945072207,test_holdout,0.1263783413,test_holdout,0.372193437,False
1809,0,0.06794148979,train_oof,0.04451958211,train_oof,0.1777010171,False
1810,0,0.2476067909,train_oof,0.1284597143,train_oof,0.4539435809,False
1811,0,0.4112484329,train_oof,0.1226011917,train_oof,0.7191517943,False
1812,0,0.03641415955,train_oof,0.01678901799,train_oof,0.1177317214,False
1813,0,0.5043845957,train_oof,0.828512866,train_oof,0.8523316062,False
1814,0,0.02476234898,train_oof,0.004152205528,train_oof,0.08990596814,False
1815,0,0.009659695696,train_oof,0.006266521622,train_oof,0.04183458069,False
1816,0,0.4968086374,train_oof,0.7043266313,train_oof,0.8425446172,False
1817,0,0.4120349894,train_oof,0.1236953717,train_oof,0.7210708117,False
1818,0,0.1137966872,train_oof,0.05740967131,train_oof,0.2525426981,False
1819,0,0.02937473113,train_oof,0.0215694125,train_oof,0.1009403186,False
1820,0,0.02978356514,train_oof,0.03004628943,train_oof,0.102091729,False
1821,0,0.1772453875,train_oof,0.08114601271,train_oof,0.3443676837,False
1822,0,0.01817796075,train_oof,0.000964174557,train_oof,0.07167530225,False
1823,0,0.5782430921,test_holdout,0.1780017712,test_holdout,0.9206486279,True
1824,0,0.4863742308,test_holdout,0.1178339647,test_holdout,0.8259451161,False
1825,1,0.2737455838,test_holdout,0.6428747939,test_holdout,,False
1826,0,0.4753739815,train_oof,0.2081505439,train_oof,0.8119362886,False
1827,0,0.4022584534,train_oof,0.4860558981,train_oof,0.7031279985,False
1828,0,0.2469926498,test_holdout,0.07307583241,test_holdout,0.453080023,False
1829,0,0.1431656355,test_holdout,0.0288286272,test_holdout,0.2922663596,False
1830,0,0.3386537777,train_oof,0.7616555552,train_oof,0.5994051046,False
1831,0,0.350515904,train_oof,0.09769842495,train_oof,0.6192669353,False
1832,0,0.1430591162,train_oof,0.05707171163,train_oof,0.291978507,False
1833,0,0.25142252,train_oof,0.08599449713,train_oof,0.4597965841,False
1834,0,0.3523306899,train_oof,0.1333458301,train_oof,0.6221454615,False
1835,0,0.3487185956,train_oof,0.0942384669,train_oof,0.6161965074,False
1836,0,0.1987244805,train_oof,0.5475956881,train_oof,0.3783342928,False
1837,0,0.3953717312,train_oof,0.1247585519,train_oof,0.6918057954,False
1838,0,0.5443974298,train_oof,0.6895619699,train_oof,0.8931107273,False
1839,0,0.00868489193,test_holdout,0.006410477928,test_holdout,0.03828439839,False
1840,0,0.004396674072,test_holdout,0.002940197571,test_holdout,0.01655152562,False
1841,0,0.2826461617,train_oof,0.1726447951,train_oof,0.5119938591,False
1842,0,0.2060404705,train_oof,0.04861577996,train_oof,0.3888888889,False
1843,1,0.5583671907,train_oof,0.7550074341,train_oof,,False
1844,0,0.02504665256,test_holdout,0.02649688522,test_holdout,0.09028977164,False
1845,0,0.1179535754,train_oof,0.03028530648,train_oof,0.2588754558,False
1846,0,0.5123171488,train_oof,0.7827123264,train_oof,0.8612550374,False
1847,0,0.2712828856,test_holdout,0.1106720225,test_holdout,0.4929955863,False
1848,0,0.1038759709,test_holdout,0.04121448534,test_holdout,0.2362310497,False
1849,0,0.192736175,test_holdout,0.04874213202,test_holdout,0.368355402,False
1850,0,0.2257723719,train_oof,0.1305917188,train_oof,0.4192093648,False
1851,0,0.01652450315,test_holdout,0.01260252995,test_holdout,0.06649395509,False
1852,0,0.5601317,train_oof,0.7043568482,train_oof,0.9063519478,True
1853,0,0.120066797,train_oof,0.08674047861,train_oof,0.2612742276,False
1854,0,0.0332520361,train_oof,0.01023635221,train_oof,0.1102475533,False
1855,0,0.1460610436,test_holdout,0.05743544731,test_holdout,0.2958165419,False
1856,0,0.4916221826,train_oof,0.5547966115,train_oof,0.8335252351,False
1857,1,0.4522615795,train_oof,0.7174496332,train_oof,,False
1858,0,0.4924770571,train_oof,0.170734591,train_oof,0.8344847438,False
1859,0,0.2912613079,train_oof,0.08196250759,train_oof,0.5260026866,False
1860,0,0.1368732911,train_oof,0.0634131216,train_oof,0.2835348302,False
1861,1,0.6444187926,test_holdout,0.8567281553,test_holdout,,False
1862,0,0.4138176918,train_oof,0.1382540424,train_oof,0.7246209941,False
1863,0,0.2058435279,train_oof,0.07528023375,train_oof,0.3885050854,False
1864,0,0.02811477369,train_oof,0.0178896995,train_oof,0.09786989062,False
1865,0,0.2615725524,train_oof,0.1960549971,train_oof,0.4746689695,False
1866,0,0.1774791964,train_oof,0.09942071946,train_oof,0.3447514872,False
1867,0,0.00791951893,train_oof,0.005244083799,train_oof,0.03444636346,False
1868,0,0.2187137396,test_holdout,0.1164150558,test_holdout,0.4090385723,False
1869,0,0.5165461662,train_oof,0.2217203452,train_oof,0.8655728267,False
1870,0,0.1308385758,train_oof,0.1025647288,train_oof,0.2754749568,False
1871,0,0.1181014346,test_holdout,0.05817563667,test_holdout,0.2589714066,False
1872,0,0.08323228378,train_oof,0.05073417723,train_oof,0.2020725389,False
1873,0,0.2050256755,test_holdout,0.0547182888,test_holdout,0.3876415275,False
1874,0,0.2340294065,train_oof,0.1399201631,train_oof,0.4315870274,False
1875,0,0.6272868125,train_oof,0.8035175796,train_oof,0.9518326617,True
1876,0,0.5245306231,test_holdout,0.2060208402,test_holdout,0.8729610439,False
1877,0,0.4599545099,train_oof,0.1572247095,train_oof,0.7916906544,False
1878,0,0.08767759787,train_oof,0.03146147741,train_oof,0.2087891,False
1879,0,0.4803780628,train_oof,0.1438745677,train_oof,0.8181730954,False
1880,0,0.04561600412,train_oof,0.03413764729,train_oof,0.1372097486,False
1881,0,0.4248739376,train_oof,0.1130465375,train_oof,0.7402609864,False
1882,0,0.4362991232,train_oof,0.0951770236,train_oof,0.7592592593,False
1883,0,0.2312830118,train_oof,0.1274633887,train_oof,0.428132796,False
1884,0,0.227246171,train_oof,0.5839370024,train_oof,0.4214162349,False
1885,0,0.1434848722,train_oof,0.05648459585,train_oof,0.2926501631,False
1886,0,0.4735000854,train_oof,0.1872400342,train_oof,0.8097294185,False
1887,0,0.00951748479,train_oof,0.005141641302,train_oof,0.04135482633,False
1888,0,0.6766770247,train_oof,0.2611970324,train_oof,0.9722701977,True
1889,0,0.4577954598,train_oof,0.1007845005,train_oof,0.7881404721,False
1890,0,0.006279152666,train_oof,0.004148258436,train_oof,0.02638649012,False
1891,0,0.4865199258,train_oof,0.1930651054,train_oof,0.826041067,False
1892,1,0.1973585785,train_oof,0.4762093246,train_oof,,False
1893,0,0.5882333004,train_oof,0.1236288553,train_oof,0.9276530416,True
1894,0,0.0159191288,train_oof,0.00611318514,train_oof,0.06467088851,False
1895,0,0.2201361796,train_oof,0.1989064202,train_oof,0.4108616388,False
1896,0,0.3677832136,train_oof,0.159161374,train_oof,0.649011706,False
1897,0,0.003185438586,train_oof,0.002823662558,train_oof,0.01065054692,False
1898,0,0.1065218925,test_holdout,0.06372562621,test_holdout,0.2396852811,False
1899,0,0.1486753796,test_holdout,0.08491517528,test_holdout,0.2997505277,False
1900,0,0.04933372399,test_holdout,0.01635717032,test_holdout,0.143734408,False
1901,0,0.1974010877,train_oof,0.07890692937,train_oof,0.3766071771,False
1902,1,0.4793391137,test_holdout,0.6802830974,test_holdout,,False
1903,0,0.2393483348,train_oof,0.08598760696,train_oof,0.4405104586,False
1904,0,0.5105668545,train_oof,0.816868483,train_oof,0.8591441182,False
1905,1,0.5369393469,train_oof,0.774441493,train_oof,,False
1906,1,0.282352752,train_oof,0.6741817158,train_oof,,False
1907,0,0.3351350779,train_oof,0.1066909591,train_oof,0.5931682978,False
1908,0,0.1083396183,train_oof,0.04530454001,train_oof,0.2439071196,False
1909,0,0.1968567224,train_oof,0.0935419372,train_oof,0.3760314719,False
1910,0,0.09500256916,test_holdout,0.03567860535,test_holdout,0.2230857801,False
1911,0,0.004528111958,train_oof,0.004693652389,train_oof,0.01746305891,False
1912,0,0.4441557687,train_oof,0.1151114917,train_oof,0.7708693149,False
1913,0,0.1669681984,train_oof,0.07289307506,train_oof,0.329015544,False
1914,0,0.3877194457,train_oof,0.2481661112,train_oof,0.680771445,False
1915,0,0.1642833874,train_oof,0.1000156503,train_oof,0.324505853,False
1916,0,0.04597773531,train_oof,0.03844897504,train_oof,0.1381692573,False
1917,0,0.4109640583,train_oof,0.1478726054,train_oof,0.7182882364,False
1918,0,0.4526206833,test_holdout,0.1191041657,test_holdout,0.7818077145,False
1919,1,0.4640656753,train_oof,0.7308253032,train_oof,,False
1920,1,0.5721282116,train_oof,0.7931389066,train_oof,,False
1921,0,0.4087996223,train_oof,0.1106355183,train_oof,0.7147380541,False
1922,0,0.4375932505,train_oof,0.1836133223,train_oof,0.7614661293,False
1923,0,0.0949580909,train_oof,0.03024067989,train_oof,0.2229898292,False
1924,0,0.552341606,train_oof,0.7566922591,train_oof,0.9000191902,True
1925,0,0.1496923278,train_oof,0.04079671819,train_oof,0.30109384,False
1926,0,0.009298589905,train_oof,0.006729908142,train_oof,0.04025139129,False
1927,0,0.2667710415,test_holdout,0.09341221047,test_holdout,0.4851276147,False
1928,0,0.2344509952,train_oof,0.06361055992,train_oof,0.4322586836,False
1929,0,0.5695346616,test_holdout,0.1134316287,test_holdout,0.9131644598,True
1930,1,0.3057441209,test_holdout,0.6348698872,test_holdout,,False
1931,0,0.03218025829,train_oof,0.02656278117,train_oof,0.1077528306,False
1932,0,0.02732552661,test_holdout,0.03039290631,test_holdout,0.09609479946,False
1933,0,0.3226501577,test_holdout,0.07984184397,test_holdout,0.5747457302,False
1934,0,0.003032328543,test_holdout,0.001137599458,test_holdout,0.009834964498,False
1935,0,0.2199431856,train_oof,0.1000089196,train_oof,0.4105737862,False
1936,0,0.5132837829,train_oof,0.1581463483,train_oof,0.8624064479,False
1937,0,0.4302949653,train_oof,0.1790544426,train_oof,0.7490884667,False
1938,0,0.236387765,train_oof,0.08898293302,train_oof,0.4361926694,False
1939,0,0.1013269884,train_oof,0.09548058327,train_oof,0.2325849165,False
1940,0,0.5848971605,train_oof,0.1522343294,train_oof,0.9252542698,True
1941,0,0.1968305104,train_oof,0.0561627639,train_oof,0.3758395701,False
1942,1,0.3058263726,train_oof,0.8080181305,train_oof,,False
1943,0,0.4539159612,test_holdout,0.1230432922,test_holdout,0.7834388793,False
1944,0,0.03652326941,train_oof,0.01380693619,train_oof,0.1178276722,False
1945,0,0.5933032291,train_oof,0.1394297175,train_oof,0.9313951257,True
1946,0,0.08674589525,train_oof,0.05535579313,train_oof,0.2068700825,False
1947,0,0.3303213594,train_oof,0.1285797196,train_oof,0.5864517367,False
